component,year,region,value
Net other gains and losses,2007-08,England,1020.0
Net other gains and losses,2008-09,England,270.0
Net other gains and losses,2009-10,England,967.0
Net other gains and losses,2010-11,England,1809.0
Net other gains and losses,2011-12,England,1103.0
Net other gains and losses,2012-13,England,1369.0
Net other gains and losses,2013-14,England,1330.0
Net other gains and losses,2014-15,England,631.0
Net other gains and losses,2015-16,England,777.0
Net other gains and losses,2016-17,England,723.0
Net other gains and losses,2017-18,England,680.0
Net other gains and losses,2018-19,England,968.0
Net other gains and losses,2019-20,England,857.0
Net other gains and losses,2020-21,England,643.0
Net other gains and losses,2021-22,England,766.0
Net other gains and losses,2022-23,England,710.0
Net other gains and losses,2023-24,England,2097.0
Net other gains and losses,2024-25,England,1076.0
Demolitions,2000-01,England,
Demolitions,2001-02,England,
Demolitions,2002-03,England,
Demolitions,2003-04,England,
Demolitions,2004-05,England,
Demolitions,2005-06,England,
Demolitions,2006-07,England,22290.0
Demolitions,2007-08,England,20500.0
Demolitions,2008-09,England,16590.0
Demolitions,2009-10,England,16325.0
Demolitions,2010-11,England,14888.0
Demolitions,2011-12,England,12195.0
Demolitions,2012-13,England,12056.0
Demolitions,2013-14,England,12064.0
Demolitions,2014-15,England,10611.0
Demolitions,2015-16,England,10424.0
Demolitions,2016-17,England,9818.0
Demolitions,2017-18,England,8059.0
Demolitions,2018-19,England,7961.0
Demolitions,2019-20,England,8332.0
Demolitions,2020-21,England,5478.0
Demolitions,2021-22,England,5729.0
Demolitions,2022-23,England,5567.0
Demolitions,2023-24,England,5351.0
Demolitions,2024-25,England,4632.0
Of which under PDR: demolitions,2020-21,England,25.0
Of which under PDR: demolitions,2021-22,England,32.0
Of which under PDR: demolitions,2022-23,England,5.0
Of which under PDR: demolitions,2023-24,England,23.0
Of which under PDR: demolitions,2024-25,England,349.0
Adjustment to Census 2011,2000-01,England,
Adjustment to Census 2011,2001-02,England,16195.0
Adjustment to Census 2011,2002-03,England,16195.0
Adjustment to Census 2011,2003-04,England,16195.0
Adjustment to Census 2011,2004-05,England,16105.0
Adjustment to Census 2011,2005-06,England,16278.0
Adjustment to Census 2011,2006-07,England,16162.0
Adjustment to Census 2011,2007-08,England,16167.0
Adjustment to Census 2011,2008-09,England,16195.0
Adjustment to Census 2011,2009-10,England,16195.0
Adjustment to Census 2011,2010-11,England,16195.0
Adjustment to Census 2021,2011-12,England,5889.0
Adjustment to Census 2021,2012-13,England,5889.0
Adjustment to Census 2021,2013-14,England,5889.0
Adjustment to Census 2021,2014-15,England,5889.0
Adjustment to Census 2021,2015-16,England,5889.0
Adjustment to Census 2021,2016-17,England,5889.0
Adjustment to Census 2021,2017-18,England,5889.0
Adjustment to Census 2021,2018-19,England,5889.0
Adjustment to Census 2021,2019-20,England,5889.0
Adjustment to Census 2021,2020-21,England,5889.0
Adjustment to Census 2021,2021-22,England,
Adjustment to Census 2021,2022-23,England,
Adjustment to Census 2021,2023-24,England,
Adjustment to Census 2021,2024-25,England,
Residual,2000-01,England,
Residual,2001-02,England,
Residual,2002-03,England,
Residual,2003-04,England,
Residual,2004-05,England,
Residual,2005-06,England,
Residual,2006-07,England,-342.0
Residual,2007-08,England,-113.0
Residual,2008-09,England,-18.0
Residual,2009-10,England,-1.0
Residual,2010-11,England,1.0
Residual,2011-12,England,0.0
Residual,2012-13,England,0.0
Residual,2013-14,England,0.0
Residual,2014-15,England,0.0
Residual,2015-16,England,0.0
Residual,2016-17,England,0.0
Residual,2017-18,England,0.0
Residual,2018-19,England,0.0
Residual,2019-20,England,0.0
Residual,2020-21,England,0.0
Residual,2021-22,England,0.0
